,Text,Cluster,top_words,representative_term,top_words_BERT
114,"several antiviral drugs effective treating herpes , including acyclovir , valaciclovir ( valacyclovir ) , famciclovir , penciclovir .",34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
115,evidence supports use acyclovir valacyclovir treatment herpes labialis well herpes infections people cancer .,34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
116,"number topical antivirals effective herpes labialis , including acyclovir , penciclovir , docosanol .",34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
117,certain dietary supplements alternative remedies claimed beneficial treatment herpes .,34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
118,genital herpes simplex always stigmatised .,34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
119,"pedro cuatrecasas states , `` r & acyclovir ( zovirax ) , marketing [ department burroughs wellcome ] insisted 'no markets ' compound .",19,"cnbc, network, com, financial, business",cnb,"cnbc asia, cnbc world, channel cnbc, cnbc indonesia, cnbc europe, cnbc africa, indonesia cnbc, cnbc occasionally, companies cnbc, cnbc operated"
120,"since creation herpes hype , people experience negative feelings related condition following diagnosis , particular acquired genital form disease .",34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
121,"2007 study , 1900 people ( 25 % herpes ) ranked genital herpes second social stigma , sexually transmitted diseases ( hiv took top spot std stigma ) .",34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
122,important source support national herpes resource center arose work american social health association ( asha ) .,34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
123,"uk , herpes association ( herpes viruses association ) started 1982 , becoming registered charity dept health grant 1985 .",34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
124,research gone vaccines prevention treatment herpes infections .,34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
125,another possibility eradicate hsv-1 variant pursued team duke university .,34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
126,genomic study herpes simplex type 1 virus confirmed human migration pattern theory called 'out-of-africa hypothesis ' .,34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
127,worldwide rates either hsv-1 and/or hsv-2 60 95 % adults .,34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
128,"us , 58 % population infected hsv-1 16 % infected hsv-2 .",34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
129,"annual incidence canada genital herpes due hsv-1 hsv-2 infection known ( review hsv-1/hsv-2 prevalence incidence studies worldwide , see smith robinson 2002 ) .",34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
130,"british columbia 1999 , seroprevalence hsv-2 antibody leftover serum submitted antenatal testing revealed prevalence 17 % , ranging 7 % women 15-19 years old 28 % 40-44 years .",34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
131,"norway , study published 2000 found 90 % genital initial infections due hsv-1 .",34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
132,"nova scotia , 58 % 1,790 hsv isolates genital lesion cultures women hsv-1 ; men , 37 % 468 isolates hsv-1 .",34,"hsv, herpes, genital, virus, treatment",hsv,"herpes infections, herpes viruses, treatment herpes, herpes virus, oral herpes, orofacial herpes, herpes hsv, viruses herpesviridae, study herpes, association herpes"
